"Year of initiation","Short case name","Applicable IIA","Arbitral rules","Administering institution","Summary","Details of investment","Outcome of original proceedings","Respondent State","Respondent HDI","Home State of investor","Claimant HDI","Economic sector","Economic subsector","Arbitrators","Amount claimed","Amount awarded (or settled for)","Breaches alleged","Breaches found","Decisions","Individual opinions","Follow-on proceeding type","Follow-on proceeding status","Follow-on decisions","Follow-on individual opinions","ICSID annulment committee members","aPresidentC","aRespondentC","aClaimantC"
2007,"Alemanni and others v. Argentina","Argentina - Italy BIT (1990)","ICSID","ICSID","Investment: Ownership of sovereign bonds issued by Argentina held by over 180 initial claimants.                        Summary: Claims arising out of Argentina's enactment of legislation concerning the restructuring of its public debt, leading to the Government's default in sovereign bonds in late 2001, and circumstances surrounding its 2005 settlement with foreign holders of its defaulted bonds.","Ownership of sovereign bonds issued by Argentina held by over 180 initial claimants.","Discontinued","Argentina","0.825","Italy","0.88","Tertiary: K - Financial and insurance activities","64 - Financial service activities, except insurance and pension funding","Berman, F. - PresidentBÇôckstiegel, K.-H. - ClaimantThomas, J. C. - Respondent","14.00","Null","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsFull protection and security, or similar","Not applicable - settled or discontinued before decision on liability","Decision on Jurisdiction and Admissibility dated 17 November 2014Order of the Tribunal Discontinuing the Proceeding dated 14 December 2015","Concurring Opinion of Mr. J. Christopher Thomas, QC (Decision on Jurisdiction and Admissibility)","None","None","None","None","None","Berman, F.","Thomas, J. C.","BÇôckstiegel, K.-H."
2007,"Alpha Projektholding v. Ukraine","Austria - Ukraine BIT (1996)","ICSID","ICSID","Investment: Contributions made in connection with joint investment activities agreements concluded between the parties concerning a project to renovate and operate a hotel in Kiev, giving rise to certain legal rights and interests.                        Summary: Claims arising out of the investor's modernization of a four star hotel complex in Kiev followed by Ukraine's alleged expropriation of the hotel by turning it into a public corporation and transferring its assets, co-owned by the respondent, to a company solely owned by Ukraine without compensation.","Contributions made in connection with joint investment activities agreements concluded between the parties concerning a project to renovate and operate a hotel in Kiev, giving rise to certain legal rights and interests.","Decided in favour of investor","Ukraine","0.751","Austria","0.908","Tertiary: F - ConstructionTertiary: I - Accommodation and food service activities","41 - Construction of buildings55 - Accommodation","Robinson, D. R. - PresidentTurbowicz, Y. A. - ClaimantAlexandrov, S. A. - Respondent","11.40","2.90","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsUmbrella clauseNational treatment","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claims","Award dated 8 November 2010","None","None","None","None","None","None","Robinson, D. R.","Alexandrov, S. A.","Turbowicz, Y. A."
2007,"Anderson v. Costa Rica","Canada - Costa Rica BIT (1998)","ICSID AF","ICSID","Investment: Capital contributions in an illegal financial intermediation scheme operated by two Costa Rican individuals.                        Summary: Claims arising out of the alleged Government's failure to provide proper vigilance and governmental regulatory supervision over the national financial system, which led the 137 individual claimants to lose their deposits made in a Costa Rican business acting under a Ponzi scheme.","Capital contributions in an illegal financial intermediation scheme operated by two Costa Rican individuals.","Decided in favour of State","Costa Rica","0.794","Canada","0.926","Tertiary: K - Financial and insurance activities","64 - Financial service activities, except insurance and pension funding","Morelli Rico, S. - PresidentSalacuse, J. W. - ClaimantVinuesa, R. E. - Respondent","405.00","Null","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsFull protection and security, or similar","None - jurisdiction declined","Award dated 19 May 2010","None","None","None","None","None","None","Morelli Rico, S.","Vinuesa, R. E.","Salacuse, J. W."
2007,"Bureau Veritas v. Paraguay","Netherlands - Paraguay BIT (1992)","ICSID","ICSID","Investment: Rights under a pre-shipment inspection contract concluded between BIVAC and Paraguay's Ministry of Finance.                        Summary: Claims arising out of Paraguay's alleged non-payment of invoices to the investor under a contract in which Bureau Veritas was to provide pre-shipment inspection support to the Paraguayan Customs Agency, to assist the collection of import duties.","Rights under a pre-shipment inspection contract concluded between BIVAC and Paraguay's Ministry of Finance.","Settled","Paraguay","0.702","Netherlands","0.931","Tertiary: M - Professional, scientific and technical activities","74 - Other professional, scientific and technical activities","Knieper, R. - PresidentFortier, L. Y. - ClaimantSands, P. - Respondent","36.10","21.00","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsUmbrella clauseArbitrary, unreasonable and/or discriminatory measures","Not applicable - settled or discontinued before decision on liability","Decision of the Tribunal on Objections to Jurisdiction dated 29 May 2009Further Decision on Objections to Jurisdiction dated 9 October 2012Order taking note of the discontinuance issued by the Tribunal dated 7 August 2014, pursuant to Arbitration Rule 43(1)","None","None","None","None","None","None","Knieper, R.","Sands, P.","Fortier, L. Y."
2007,"CIM v. Ethiopia","Ethiopia - France BIT (2003)","UNCITRAL","None","Investment: Claims to money under an ICC arbitral award rendered in claimant's favour and/or out of a contract concluded between the investor and a partly Ethiopian-owned enterprise for the upkeep and maintenance of a rail track in Ethiopia.                        Summary: Claims arising out of the investor's failure to enforce an ICC arbitral award in Ethiopian courts relating to outstanding payments for equipment delivered by the claimant under a railroad maintenance contract concluded with a partly Ethiopian-owned enterprise, Chemin de Fer Djibouti-Ethiopien.","Claims to money under an ICC arbitral award rendered in claimant's favour and/or out of a contract concluded between the investor and a partly Ethiopian-owned enterprise for the upkeep and maintenance of a rail track in Ethiopia.","Decided in favour of State","Ethiopia","0.463","France","0.901","Tertiary: H - Transportation and storage","49 - Land transport and transport via pipelines","Silva Romero, E. - PresidentDuprey, P. - ClaimantWetmore, T. - Respondent","1.00","Null","Data not available","None - jurisdiction declined","Award issued in 2009 (not public)","None","Data not available","Data not available","Data not available","Data not available","Data not available","Silva Romero, E.","Wetmore, T.","Duprey, P."
2007,"ConocoPhillips v. Venezuela","Netherlands - Venezuela, Bolivarian Republic of BIT (1991)","ICSID","ICSID","Investment: Interests in two extra-heavy oil projects located in the Venezuelan region of the Orinoco Oil Belt, and in an offshore project for the extract of light to medium crude oil, under profit sharing agreements concluded with the Government.                        Summary: Claims arising out of Venezuela's nationalization of three oil projects in which the claimants had interests, after having increased their applicable royalty rate and income tax.","Interests in two extra-heavy oil projects located in the Venezuelan region of the Orinoco Oil Belt, and in an offshore project for the extract of light to medium crude oil, under profit sharing agreements concluded with the Government.","Decided in favour of investor","Venezuela (Bolivarian Republic of)","0.761","Netherlands","0.931","Primary: B - Mining and quarrying","6 - Extraction of crude petroleum and natural gas","Keith, K. - President (replaced)Fortier, L. Y. - ClaimantAbi-Saab, G. - Respondent (replaced)Brownlie, I. - Respondent (replaced)Bucher, A. - RespondentZuleta, E. - President","30305.00","8446.30","Direct expropriationIndirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsFull protection and security, or similarArbitrary, unreasonable and/or discriminatory measures","Direct expropriation","Decision on Jurisdiction and Merits dated 3 September 2013Decision on Respondent's Request for Reconsideration dated 10 March 2014Decision on Respondent's Request for Reconsideration dated 9 February 2016Interim Decision dated 17 January 2017Award dated 8 March 2019","Dissenting Opinion of Georges Abi-Saab (Decision on Jurisdiction and Merits)Dissenting Opinion of Georges Abi-Saab (Decision on Respondent's Request for Reconsideration)Dissenting Opinion of Andreas Bucher","None","None","None","None","None","Zuleta, E.","Bucher, A.","Keith, K. - 999Fortier, L. Y."
2007,"Domtar v. USA","NAFTA (1992)","UNCITRAL","None","Investment: Ownership of Domtar Enterprises Inc. and Domtar Industries Inc., locally-incorporated companies marketing and selling softwood lumber products in the United States.                        Summary: Claims arising out of certain U.S. antidumping and countervailing duty investigations with respect to softwood lumber products imported from Canada into the United States, as well as the Continued Dumping and Subsidy Offset Act of 2000, and the 2006 Softwood Lumber Agreement between the United States and Canada.","Ownership of Domtar Enterprises Inc. and Domtar Industries Inc., locally-incorporated companies marketing and selling softwood lumber products in the United States.","Discontinued","United States","0.924","Canada","0.926","Tertiary: G - Wholesale and retail trade; repair of motor vehicles and motorcycles","46 - Wholesale trade, except of motor vehicles and motorcycles","Tribunal not constituted","200.00","Null","National treatmentMost-favoured nation treatmentFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsTransfer of funds","Not applicable - settled or discontinued before decision on liability","None","None","None","None","None","None","None","NA","NA","NA"
2007,"Electrabel v. Hungary","The Energy Charter Treaty (1994)","ICSID","ICSID","Investment: Rights under a power purchase agreement concluded between Electrabelƒ??s subsidiary Dunamenti Eromu (the owner-operator of a power plant near Budapest) and the State-owned electricity wholesaler MVM.                        Summary: Claims arising out of Hungary's termination of a power purchase agreement concluded with the investor, allegedly as part of the State's program for liberalizing its electricity market to comply with EU laws on State aid.","Rights under a power purchase agreement concluded between Electrabelƒ??s subsidiary Dunamenti Eromu (the owner-operator of a power plant near Budapest) and the State-owned electricity wholesaler MVM.","Decided in favour of State","Hungary","0.838","Belgium","0.916","Tertiary: D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Veeder, V. V. - PresidentKaufmann-Kohler, G. - ClaimantStern, B. - Respondent","679.70","Null","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsFull protection and security, or similarNational treatmentMost-favoured nation treatmentArbitrary, unreasonable and/or discriminatory measures","None - all claims dismissed at the merits stage","Decision on Jurisdiction, Applicable Law and Liability dated 30 November 2012Award dated 25 November 2015","None","None","None","None","None","None","Veeder, V. V.","Stern, B.","Kaufmann-Kohler, G."
2007,"Eni DaciÇün v. Venezuela","Netherlands - Venezuela, Bolivarian Republic of BIT (1991)","ICSID","ICSID","Investment: Hydrocarbon rights under an operating service contract concluded between claimant and the State-owned company PDVSA.                        Summary: Claims arising out the investor's refusal to sign an amended contract which would allegedly grant a majority stake in its oil venture to the Venezuelan State and the subsequent seizure of its assets and the Government's nationalization of the DaciÇün oil field in which the claimant, a Dutch subsidiary of Italy's oil and gas company Eni Spa, had invested.","Hydrocarbon rights under an operating service contract concluded between claimant and the State-owned company PDVSA.","Settled","Venezuela (Bolivarian Republic of)","0.761","Netherlands","0.931","Primary: B - Mining and quarrying","6 - Extraction of crude petroleum and natural gas","Tribunal not constituted","1000.00","700.00","Unclear","Not applicable - settled or discontinued before decision on liability","Order taking note of the discontinuance issued by the Acting Secretary-General dated 18 APril 2008, pursuant to ICSID Arbitration Rule 44","None","None","None","None","None","None","NA","NA","NA"
2007,"ETI v. Bolivia (I)","Bolivia, Plurinational State of - Netherlands BIT (1992)","ICSID","ICSID","Investment: Shareholding in a Bolivian telecoms company.                        Summary: Claims arising out of the Government's transfer of claimant's 50 per cent stake in the Bolivian telecoms company Entel to the State after the company was nationalized in 2007.","Shareholding in a Bolivian telecoms company.","Settled","Bolivia (Plurinational State of)","0.693","Netherlands","0.931","Tertiary: J - Information and communication","61 - Telecommunications","Simma, B. - PresidentOrrego VicuÇña, F. - ClaimantSands, P. - Respondent","961.60","50.00","Direct expropriation                            
Unclear","Not applicable - settled or discontinued before decision on liability","Order taking note of the discontinuance of the proceeding issued by the Tribunal dated 21 October 2009, pursuant to ICSID Arbitration Rule 44","None","None","None","None","None","None","Simma, B.","Sands, P.","Orrego VicuÇña, F."
2007,"Europe Cement v. Turkey","The Energy Charter Treaty (1994)","ICSID AF","ICSID","Investment: Minority shareholding in two Turkish utilities companies that had concluded electricity concession agreements with the Turkish Ministry of Energy.                        Summary: Claims arising out of the seizure of two Turkish utility companies, Cukarova Elektrik Anonim Sirketi and Kepez Elektrik Turk Anonim Sirketi, in respect of which the claimant held shares and the cancellation of electricity generation and distribution concession agreements between the latter two entities and Turkey.","Minority shareholding in two Turkish utilities companies that had concluded electricity concession agreements with the Turkish Ministry of Energy.","Decided in favour of State","Turkey","0.791","Poland","0.865","Tertiary: D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","McRae, D. M. - PresidentLew, J. D. M. - ClaimantLÇ¸vy, L. - Respondent","3800.00","Null","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claims","None - jurisdiction declined","Award dated 13 August 2009","None","None","None","None","None","None","McRae, D. M.","LÇ¸vy, L.","Lew, J. D. M."
2007,"Foresti v. South Africa","BLEU (Belgium-Luxembourg Economic Union) - South Africa BIT (1998)Italy - South Africa BIT (1997)","ICSID AF","ICSID","Investment: Common law mineral rights leased or owned by certain operating companies in which the claimants had interests.                        Summary: Claims arising out of the alleged extinction of certain old order mineral rights held by the claimants by the entry into force of the Mineral and Petroleum Resources Development Act, and the introduction of compulsory equity divestiture requirements with respect to the investors' shares in certain operating companies.","Common law mineral rights leased or owned by certain operating companies in which the claimants had interests.","Discontinued","South Africa","0.699","Italy","0.88","Primary: B - Mining and quarrying","8 - Other mining and quarrying","Lowe, V. - PresidentBrower, C. N. - ClaimantMatthews, J. M. - Respondent","375.00","Null","Direct expropriationIndirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsNational treatmentOther","Not applicable - settled or discontinued before decision on liability","Award dated 4 August 2010","Concurring Statement of Arbitrator Matthews (Award)","None","None","None","None","None","Lowe, V.","Matthews, J. M.","Brower, C. N."
2007,"Frontier v. Czech Republic","Canada - Czech Republic BIT (1990)","UNCITRAL","PCA","Investment: Capital contributions to finance the purchase of assets of a bankrupt State-owned Czech aircraft manufacturing company under certain unanimous shareholder agreement; claims to money in the form of an arbitral award in Frontier's favour.                        Summary: Claims arising out of the alleged wrongful failure of Czech courts to recognise and enforce an interim and final award in claimant's favour, relating to alleged breaches of a shareholder agreement concluded with a Czech company for a joint venture project in the aviation manufacturing industry in the Czech Republic.","Capital contributions to finance the purchase of assets of a bankrupt State-owned Czech aircraft manufacturing company under certain unanimous shareholder agreement; claims to money in the form of an arbitral award in Frontier's favour.","Decided in favour of State","Czechia","0.888","Canada","0.926","Secondary: C - Manufacturing","30 - Manufacture of other transport equipment","Williams, D. A. R. - PresidentÇlvarez, H. C. - ClaimantSchreuer, C. H. - Respondent","20.00","Null","Fair and equitable treatment/Minimum standard of treatment, including denial of justice claimsFull protection and security, or similarOther","None - all claims dismissed at the merits stage","Final Award dated 12 November 2010","None","None","None","None","None","None","Williams, D. A. R.","Schreuer, C. H.","Çlvarez, H. C."
2007,"Fuchs v. Georgia","Georgia - Greece BIT (1994)","ICSID","ICSID","Investment: Co-ownership of a Panamanian company that had executed a joint venture agreement with a State-owned company and created a joint venture vehicle that held a Deed of Concession over certain oil and gas pipelines in Georgia.                        Summary: Claims arising out of a Government's decree cancelling the concession rights of an investment vehicle in which Mr. Ioannis Kardassopoulos and Mr. Ron Fuchs held interests, devoted to the development of an oil pipeline to transport oil and gas from Azerbaijan to the Black Sea.","Co-ownership of a Panamanian company that had executed a joint venture agreement with a State-owned company and created a joint venture vehicle that held a Deed of Concession over certain oil and gas pipelines in Georgia.","Decided in favour of investor","Georgia","0.78","Israel","0.903","Tertiary: H - Transportation and storage","49 - Land transport and transport via pipelines","Fortier, L. Y. - PresidentLowe, V. - ClaimantWatts, A. - Claimant (replaced)Orrego VicuÇña, F. - Respondent","30.20","15.10","Direct expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claims","Direct expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claims","Decision on Jurisdiction dated 6 July 2007Award dated 3 March 2010","None","ICSID annulment proceedings","Discontinued (ICSID annulment proceedings)","Decision of the ad hoc Committee on the Stay of Enforcement of the Award dated 12 November 2010 (ICSID annulment proceedings)Decision of the ad hoc Committee to terminate the Stay of Enforcement of the Award dated 19 January 2011 (ICSID annulment proceedings)Decision of the ad hoc Committee to suspend the Annulment Proceeding dated 21 March 2011 (ICSID annulment proceedings)Order taking note of the discontinuance of the proceeding dated 12 December 2011, pursuant to ICSID Arbitration Rules 53 and 43(1) (ICSID annulment proceedings)","None","Hascher, D. - PresidentAbraham, C. W. M. - MemberBÇôckstiegel, K.-H. - Member","Fortier, L. Y.","Orrego VicuÇña, F.","Lowe, V."
2007,"Gallo v. Canada","NAFTA (1992)","UNCITRAL","PCA","Investment: Ownership of all shares of 1532382 Ontario Inc., an Ontario corporation that owned and controlled a former mine site in Northern Ontario.                        Summary: Claims arising out of Mr. Galloƒ??s Canadian company ownership of a former open-pit iron ore mine (the Adams Mine Site) that was intended to serve as a landfill for non-hazardous household and commercial waste from the City of Toronto and the Ontario Legislatureƒ??s imposition of Bill 49, which prevented disposal of waste at the Adams Mine Site.","Ownership of all shares of 1532382 Ontario Inc., an Ontario corporation that owned and controlled a former mine site in Northern Ontario.","Decided in favour of State","Canada","0.926","United States","0.924","Tertiary: E - Water supply; sewerage, waste management and remediation activities","38 - Waste collection, treatment and disposal activities; materials recovery","FernÇ­ndez-Armesto, J. - PresidentCastel, J.-G. - ClaimantThomas, J. C. - Respondent (replaced)LÇ¸vy, L. - Respondent","106.00","Null","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claims","None - jurisdiction declined","Award dated 15 September 2011","None","None","None","None","None","None","FernÇ­ndez-Armesto, J.","LÇ¸vy, L.","Castel, J.-G."
2007,"Hamester v. Ghana","Germany - Ghana BIT (1995)","ICSID","ICSID","Investment: Rights under a joint venture agreement concluded with the Ghana Cocoa Board (statutory company) for the renovation of a coca processing factory, through the incorporation of a local company (in which the claimant held a majority shareholding) that took over the assets and titles of the old factory.                        Summary: Claims arising out of a joint venture between the claimant and a Ghanaian statutory company to renovate a cocoa bean processing factory in Takoradi, west Ghana, and alleged breaches of the parties' joint-venture agreement.","Rights under a joint venture agreement concluded with the Ghana Cocoa Board (statutory company) for the renovation of a coca processing factory, through the incorporation of a local company (in which the claimant held a majority shareholding) that took over the assets and titles of the old factory.","Decided in favour of State","Ghana","0.592","Germany","0.936","Secondary: C - Manufacturing","10 - Manufacture of food products","Stern, B. - PresidentCremades, B. M. - ClaimantLandau, T. - Respondent","142.70","Null","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsFull protection and security, or similarUmbrella clauseNational treatmentArbitrary, unreasonable and/or discriminatory measures","None - all claims dismissed at the merits stage","Award dated 18 June 2010","None","None","None","None","None","None","Stern, B.","Landau, T.","Cremades, B. M."
2007,"HOCHTIEF v. Argentina","Argentina - Germany BIT (1991)","ICSID","ICSID","Investment: Minority shareholding in an Argentinean vehicle company, incorporated by the claimant and other members to a consortium that had a 25-year highway system construction concession.                        Summary: Claims arising out of Argentina's enactment of a 'pesification' law, among other measures during its 2001-2002 economic crisis, allegedly affecting the investor's interests in a consortium responsible for the construction, maintenance and operation of a toll road and several bridges between the cities of Rosario and Victoria over the ParanÇ­ river in northern Argentina.","Minority shareholding in an Argentinean vehicle company, incorporated by the claimant and other members to a consortium that had a 25-year highway system construction concession.","Decided in favour of investor","Argentina","0.825","Germany","0.936","Tertiary: F - Construction","42 - Civil engineering","Lowe, V. - PresidentBrower, C. N. - ClaimantThomas, J. C. - Respondent","157.20","13.40","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsFull protection and security, or similarUmbrella clauseArbitrary, unreasonable and/or discriminatory measures","Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims","Decision on Jurisdiction dated 24 October 2011Decision on Liability dated 29 December 2014Award dated 21 December 2016","Separate and Dissenting Opinion of J. Christopher Thomas, Q.C. (Decision on Jurisdiction)","ICSID annulment proceedings","Pending (ICSID annulment proceedings)","None","None","Kettani, A. - PresidentMourre, A. - MemberBastid Burdeau, G. - Member","Lowe, V.","Thomas, J. C.","Brower, C. N."
2007,"Impregilo v. Argentina (I)","Argentina - Italy BIT (1990)","ICSID","ICSID","Investment: Controlling interest in an Argentinean company that had a concession agreement for water distribution and sewerage treatment services.                        Summary: Claims arising out of Argentina's alleged interference with the tariff regime applicable to claimant's investment and other alleged breaches of obligations under the relevant concession agreement through the enactment of emergency measures during its 2001-2002 economic crisis.","Controlling interest in an Argentinean company that had a concession agreement for water distribution and sewerage treatment services.","Decided in favour of investor","Argentina","0.825","Italy","0.88","Tertiary: E - Water supply; sewerage, waste management and remediation activitiesTertiary: E - Water supply; sewerage, waste management and remediation activities","36 - Water collection, treatment and supply37 - Sewerage","Danelius, H. - PresidentBrower, C. N. - ClaimantStern, B. - Respondent","119.00","21.29","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsFull protection and security, or similarUmbrella clauseArbitrary, unreasonable and/or discriminatory measures","Fair and equitable treatment/Minimum standard of treatment, including denial of justice claims","Award dated 21 June 2011","Concurring and Dissenting Opinion of Professor Brigitte Stern (Award)Concurring and Dissenting Opinion of Judge Charles N. Brower (Award)","ICSID annulment proceedings","Award/decision upheld (ICSID annulment proceedings)","Decision of the ad hoc Committee on the Application for Annulment dated 24 January 2014 (ICSID annulment proceedings)","None","Oreamuno Blanco, R. - PresidentZuleta, E. - MemberCheng, T. - Member","Danelius, H.","Stern, B.","Brower, C. N."
2007,"Invesmart v. Czech Republic","Czech Republic - Netherlands BIT (1991)","UNCITRAL","None","Investment: Majority shareholding in Union Banka, a bank established under the laws of the Czech Republic.                        Summary: Claims arising out of the alleged withdrawal by the Czech Republic of previous commitments to provide State support to the foreign-owned bank.","Majority shareholding in Union Banka, a bank established under the laws of the Czech Republic.","Decided in favour of State","Czechia","0.888","Netherlands","0.931","Tertiary: K - Financial and insurance activities","64 - Financial service activities, except insurance and pension funding","Pryles, M. C. - PresidentBernardini, P. - ClaimantThomas, J. C. - Respondent","349.10","Null","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsDirect expropriationArbitrary, unreasonable and/or discriminatory measuresUmbrella clause","None - all claims dismissed at the merits stage","Award dated 26 June 2009","None","Data not available","Data not available","Data not available","Data not available","Data not available","Pryles, M. C.","Thomas, J. C.","Bernardini, P."
2007,"Laskaridis Shipping v. Ukraine","Greece - Ukraine BIT (1994)","UNCITRAL","PCA","Investment: Rights under a shipyard and boatbuilding contract.                        Summary: Claims arising out of the investors' purchase of a series of vessels from a now-insolvent Ukrainian shipyard and alleged expropriatory acts by the Government in relation to such purchases.","Rights under a shipyard and boatbuilding contract.","Settled","Ukraine","0.751","Greece","0.87","Secondary: C - Manufacturing","30 - Manufacture of other transport equipment","Fortier, L. Y. - PresidentWilliams, D. A. R. - ClaimantDossou, R. - Respondent","9.00","Null","Indirect expropriation                            
Unclear","Not applicable - settled or discontinued before decision on liability","Data not available","Data not available","None","None","None","None","None","Fortier, L. Y.","Dossou, R.","Williams, D. A. R."
2007,"Liman Caspian Oil v. Kazakhstan","The Energy Charter Treaty (1994)","ICSID","ICSID","Investment: Rights under a license to explore and extract hydrocarbons in Kazakhstan acquired by one of the claimants though an assignment agreement.                        Summary: Claims arising out of the transfer of claimants' license to explore and extract hydrocarbons in the Liman block in Western Kazakhstan.","Rights under a license to explore and extract hydrocarbons in Kazakhstan acquired by one of the claimants though an assignment agreement.","Decided in favour of State","Kazakhstan","0.8","Netherlands","0.931","Primary: B - Mining and quarrying","6 - Extraction of crude petroleum and natural gas","BÇôckstiegel, K.-H. - PresidentHobÇ¸r, K. - ClaimantCrawford, J. R. - Respondent","200.00","Null","Indirect expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claimsFull protection and security, or similar","None - all claims dismissed at the merits stage","Award dated 22 June 2010","None","None","None","None","None","None","BÇôckstiegel, K.-H.","Crawford, J. R.","HobÇ¸r, K."
2007,"Mobil and Murphy v. Canada (I)","NAFTA (1992)","ICSID AF","ICSID","Investment: Indirect controlling shareholding in two companies, Hibernia Management and Development Co. and Terra Nova Oil Development Project, engaged in two petroleum development projects off the coast of the Province of Newfoundland and Labrador in Canada.                        Summary: Claims arising out of changes in the regulatory regime applicable to the exploitation of two oil fields located off the coast of Newfoundland and Labrador in which the claimants had invested; particularly, the imposition of research and development expenditure requirements by the Canadian province of Newfoundland.","Indirect controlling shareholding in two companies, Hibernia Management and Development Co. and Terra Nova Oil Development Project, engaged in two petroleum development projects off the coast of the Province of Newfoundland and Labrador in Canada.","Decided in favour of investor","Canada","0.926","United States","0.924","Primary: B - Mining and quarrying","6 - Extraction of crude petroleum and natural gas","van Houtte, H. - PresidentJanow, M. - ClaimantSands, P. - Respondent","59.10","13.90","Fair and equitable treatment/Minimum standard of treatment, including denial of justice claimsPerformance requirements","Performance requirements","Decision on Liability and Principles of Quantum dated 22 May 2012Award dated 20 February 2015","Partial Dissenting Opinion, Professor Philippe Sands Q.C. (Decision on Liability and Principles of Quantum)","Judicial review by national courts","Award/decision upheld (Judicial review by national courts)","Decision of the Superior Court of Justice of Ontario dated 16 February 2016 (Judicial review by national courts)","None","None","van Houtte, H.","Sands, P.","Janow, M."
2007,"Mobil and others v. Venezuela","Netherlands - Venezuela, Bolivarian Republic of BIT (1991)","ICSID","ICSID","Investment: Interests in two extra-heavy crude oil projects located in the Venezuelan region of the Orinoco Oil Belt, under profit sharing agreements concluded with the Government.                        Summary: Claims arising out of Venezuela's nationalization of two oil projects in which the claimants had interests known as the Cerro Negro Project and La Ceiba Project (after having increased their applicable royalty rate and income tax) and subsequent disagreements between the parties concerning the amount of compensation owed to the investor.","Interests in two extra-heavy crude oil projects located in the Venezuelan region of the Orinoco Oil Belt, under profit sharing agreements concluded with the Government.","Decided in favour of investor","Venezuela (Bolivarian Republic of)","0.761","Bahamas","0.807","Primary: B - Mining and quarrying","6 - Extraction of crude petroleum and natural gas","Guillaume, G. - PresidentKaufmann-Kohler, G. - ClaimantEl-Kosheri, A. S. - Respondent","14679.00","1600.00","Direct expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claims","Direct expropriationFair and equitable treatment/Minimum standard of treatment, including denial of justice claims","Decision on Jurisdiction dated 10 June 2010Award of the Tribunal dated 9 October 2014","None","ICSID annulment proceedingsICSID resubmission proceedings","Award/decision partially annulled (ICSID annulment proceedings)Pending (ICSID resubmission proceedings)","Decision on Annulment dated 9 March 2017 (ICSID annulment proceedings)","None","Berman, F. - PresidentAbraham, C. W. M. - MemberKnieper, R. - Member","Guillaume, G.","El-Kosheri, A. S.","Kaufmann-Kohler, G."
2007,"Pantechniki v. Albania","Albania - Greece BIT (1991)","ICSID","ICSID","Investment: Rights under two construction contracts concluded between the claimant and the Albanian General Road Directorate for works on bridges and roads in Albania.                        Summary: Claims arising out of the overrun and ransack of the investor's road work site in Albania during severe civil disturbances in 1997, and the alleged Government's refusal to grant him compensation despite the existence of contractual clauses under which the Albanian General Road Directorate accepted the risk of losses due to civil disturbance.","Rights under two construction contracts concluded between the claimant and the Albanian General Road Directorate for works on bridges and roads in Albania.","Decided in favour of State","Albania","0.785","Greece","0.87","Tertiary: F - Construction","42 - Civil engineering","Paulsson, J. - Sole arbitrator","2.00","Null","Fair and equitable treatment/Minimum standard of treatment, including denial of justice claimsFull protection and security, or similar","None - all claims dismissed at the merits stage","Award dated 30 July 2009","None","None","None","None","None","None","NA","NA","NA"
